#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
# Mayor of the Palace
temple_baron_east_african_pagan;Qallu;;;;;;;;;;;;x
temple_baron_east_african_pagan_reformed;Qallitu;;;;;;;;;;;;x
temple_baron_female_east_african_pagan;Qallitu;;;;;;;;;;;;x
temple_baron_female_east_african_pagan_reformed;Qallitu;;;;;;;;;;;;x
temple_barony_east_african_pagan;Taal;;;;;;;;;;;;x
temple_barony_east_african_pagan_reformed;Taal;;;;;;;;;;;;x
WAAQ;Waaqa;;;;;;;;;;;;x
EEBO;Eebo;;;;;;;;;;;;x
ATETE;Atete;;;;;;;;;;;;x
NIDAR;Nidar;;;;;;;;;;;;x
HUUR;Huur the Reaper;;;;;;;;;;;;x
QALLU;Qallu;;;;;;;;;;;;x
ABBAA_MUUDAA;Abbaa Muudaa;;;;;;;;;;;;x
secretly_convert_to_east_african_pagan_holy_site;Secretly Convert to Cushitic;;;;;;;;;;;;x
secretly_convert_to_east_african_pagan_reformed_holy_site;Secretly Convert to Cushitic;;;;;;;;;;;;x
secretly_convert_to_east_african_pagan_reformed_holy_site_desc;The §YCushitic§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;x
secretly_convert_to_east_african_pagan_holy_site_desc;The §YCushitic§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;x
Mod.DESC440;My mother [Mother.GetFirstName] now sings with Atete, but her ayana spirit lives on in this world. I must perform the spirit ceremony, and by Atete's grace my mother's ayana will fill me and bestow upon me her wisdom and fecundity.\n\nI shall need some sacred herbs for the ritual.;;;;;;;;;;;;x
Mod.440EVTOPTA;Ask [ayana_provider.GetFirstName] for some herbs;;;;;;;;;;;;x
Mod.440EVTOPTB;Buy my own herbs;;;;;;;;;;;;x
Mod.440EVTOPTC;I can't right now;;;;;;;;;;;;x
Mod.DESC441;My [GetFromRelation] [From.GetFirstName] is planning her ayana ceremony in order to inherit her mother's spirit, and she's asked me to gather some powerful sacred herbs to facilitate the possession ritual.;;;;;;;;;;;;x
Mod.441EVTOPTA;Search the forest for a rare specimen;;;;;;;;;;;;x
Mod.441EVTOPTB;Buy her some mandrakes at the market;;;;;;;;;;;;x
Mod.441EVTOPTC;She can use the reeds by the riverbank;;;;;;;;;;;;x
Mod.DESC442;I carefully split the herbs, consuming one third, burning one third, and casting one third on the river. As the smoke billows 'round me, I chant and call upon my mother's ayana to fill me with her wisdom.;;;;;;;;;;;;x
Mod.442EVTOPTA;I can feel her within me!;;;;;;;;;;;;x
Mod.442EVTOPTB;And ... nothing;;;;;;;;;;;;x
Mod.DESC443;I watch as [From.GetFirstName] carefully splits the herbs, consuming one third, burning one third, and casting one third on the river. As the smoke billows around her, she chants and cries out to Atete that her mother's ayana spirit may fill her.;;;;;;;;;;;;x
Mod.443EVTOPTA;She shakes and foams at the mouth ... it's happening!;;;;;;;;;;;;x
Mod.443EVTOPTB;Was something supposed to happen?;;;;;;;;;;;;x
Mod.DESC444;After days of sacred communion with my mother's ayana, I'm finally ready for her final gift. As I feel my delirium recede, I hear her voice as a whisper in my mind...;;;;;;;;;;;;x
Mod.444EVTOPTA;Exalted daughter, receive my blessing!;;;;;;;;;;;;x
Mod.444EVTOPTB;Many happy years, daughter!;;;;;;;;;;;;x
Mod.444EVTOPTC;A curse upon you, misbegotten brood!;;;;;;;;;;;;x
Mod.DESC445;After days of sacred communion with her mother's ayana, [From.GetFirstName]'s delirium is finally receding. What gifts shall the ayana bestow upon her?;;;;;;;;;;;;x
Mod.445EVTOPTA;She is supremely blessed!;;;;;;;;;;;;x
Mod.445EVTOPTB;She is blessed!;;;;;;;;;;;;x
Mod.445EVTOPTC;A malevolent spirit has cursed her!;;;;;;;;;;;;x
Mod.DESC446;I venture into the wilds outside the city in search of rare herbs for [ayana_target.GetFirstName]'s ayana ceremony. As I delve deeper into the dark woods, all is eerily quiet... Did I see that? What was that large shape?;;;;;;;;;;;;x
Mod.446EVTOPTA;Here, these mandrakes will do!;;;;;;;;;;;;x
Mod.446EVTOPTB;I must press further to find something truly special...;;;;;;;;;;;;x
Mod.DESC447;There it is! A holy orchid that would make Atete weep!\n...But it's the lair of a massive lion! Too late to run now...;;;;;;;;;;;;x
Mod.447EVTOPTA;Grrrrr! Aaaaaargh!;;;;;;;;;;;;x
Mod.DESC448;There it is! A holy orchid that would make Atete weep! I'll just take that and be on my merry way.;;;;;;;;;;;;x
Mod.448EVTOPTA;[ayana_target.GetFirstName] will be very pleased;;;;;;;;;;;;x
bad_ayana_modifier;Malevolent Ayana;;;;;;;;;;;;x
good_ayana_modifier;Good Ayana;;;;;;;;;;;;x
powerful_ayana_modifier;Powerful Ayana;;;;;;;;;;;;x
Mod.DESC450;Which ayana will you choose to whisper in your mind and guide your footsteps? The [Root.GetLastWordInDynastyName] Clan Ayana promises [Root.GetClanAyanaDesc]. [Root.GetGrandpaAyanaDesc] [Root.GetFatherAyanaDesc];;;;;;;;;;;;x
Mod.450EVTOPTA;I will choose the [Root.GetLastWordInDynastyName] Ayana;;;;;;;;;;;;x
Mod.450EVTOPTB;My grandfather's spirit will guide me;;;;;;;;;;;;x
Mod.450EVTOPTC;I will follow my father's path;;;;;;;;;;;;x
Mod.DESC451;As I meditate on my choice, I fall into a deep trance. I can hear five ayana spirits whispering to me of the blessings they will bestow. Which should I choose?;;;;;;;;;;;;x
Mod.451EVTOPTA;The Spirit of Tongues;;;;;;;;;;;;x
Mod.451EVTOPTB;The Spirit of Swords;;;;;;;;;;;;x
Mod.451EVTOPTC;The Spirit of Scales;;;;;;;;;;;;x
Mod.451EVTOPTD;I must choose a different spirit...;;;;;;;;;;;;x
Mod.452EVTOPTA;The Spirit of Vipers;;;;;;;;;;;;x
Mod.452EVTOPTB;The Spirit of Books;;;;;;;;;;;;x
String_grandpa_ayana;Your grandfather's ayana will bless you with [Root.GetGrandpaAyanaTypeDesc].;;;;;;;;;;;;x
String_father_ayana;Choosing your father [father_even_if_dead.GetFirstName]'s ayana will provide [Root.GetFatherAyanaTypeDesc].;;;;;;;;;;;;x
String_ayana_diplomacy;a silver tongue;;;;;;;;;;;;x
String_ayana_martial;strength and strategy;;;;;;;;;;;;x
String_ayana_stewardship;skill at rulership;;;;;;;;;;;;x
String_ayana_intrigue;sleight of hand and mind;;;;;;;;;;;;x
String_ayana_learning;true knowledge;;;;;;;;;;;;x
String_ayana_none; ;;;;;;;;;;;;x
pick_ayana_tooltip;§Y[Root.GetTitledFirstName]§! gets to pick a new ayana to follow.;;;;;;;;;;;;x
pick_clan_ayana_tooltip;§Y[Root.GetTitledFirstName]§! gets to pick a new patron ayana for the clan.;;;;;;;;;;;;x
pick_ayana;Pick a patron Ayana Spirit;;;;;;;;;;;;x
pick_ayana_desc;[Root.GetTitledName] can pick a patron ayana to improve attributes.;;;;;;;;;;;;x
pick_clan_ayana;Pick a clan Ayana Spirit;;;;;;;;;;;;x
pick_clan_ayana_desc;As the head of the dynasty, [Root.GetTitledName] can pick a clan ayana, allowing all dynasty members access to patron ayanas of the same type.;;;;;;;;;;;;x
diplomacy_ayana_modifier;Silver-tongued Ayana;;;;;;;;;;;;x
diplomacy_ayana_modifier_desc;This character follows the guidance of a diplomatic ayana;;;;;;;;;;;;x
martial_ayana_modifier;Warrior Ayana;;;;;;;;;;;;x
martial_ayana_modifier_desc;This character follows the guidance of a martial ayana;;;;;;;;;;;;x
stewardship_ayana_modifier;Ruler Ayana;;;;;;;;;;;;x
stewardship_ayana_modifier_desc;This character follows the guidance of an ayana of stewardship;;;;;;;;;;;;x
intriuge_ayana_modifier;Sneaky Ayana;;;;;;;;;;;;x
intrigue_ayana_modifier_desc;This character follows the guidance of an ayana of intrigues;;;;;;;;;;;;x
learning_ayana_modifier;Wise Ayana;;;;;;;;;;;;x
learning_ayana_modifier_desc;This character follows the guidance of an ayana of learning;;;;;;;;;;;;x
# Scandinavia
nick_keeneyed;the Keen-Eyed;;;;;;;;;;;;;x
nick_ringslinger;the Ringslinger;;;;;;;;;;;;;x
# Britain
d_northumberland;Bernicia;;;;;;;;;;;;;x
d_york;Deira;;;;;;;;;;;;;x
k_wales;Britain;;;;;;;;;;;;;x
k_wales_adj;Briton;;;;;;;;;;;;;x
welsh;Brythonic;;;;;;;;;;;;;x
# Measles
Mod.TITLE602;Measles;;;;;;;;;;;;;x
Mod.DESC602;A brand new--and very virulent--disease has appeared in [measles_outbreak_location.GetName]. The healers have unimaginatively named it Measles, as it presents with small measles on the infected's skin. It causes fever, sweating, nausea, or even death, for some. They think it appeared due to prolonged contact with cattle, as it is similar to Rinderpest, a bovine disease.;;;;;;;;;;;;;x
Mod.602EVTOPTA;May [Root.GetRandomGodName] preserve us from this curse!;;;;;;;;;;;;;x
Mod.602EVTOPTB;Inbred hicks and their cows . . .;;;;;;;;;;;;;x
Mod.602EVTOPTC;Somebody's been spending too much time with the animals . . .;;;;;;;;;;;;;x
# Roman retinue
RETTYPE_CUL_ROMAN;Legionary Infantry;;;;;;;;;;;;x
ca_culture_roman_1;Legionary Barracks;;;;;;;;;;;;x
ca_culture_roman_2;Legionary Barracks;;;;;;;;;;;;x
ca_culture_roman_3;Legionary Barracks;;;;;;;;;;;;x
ca_culture_roman_4;Legionary Barracks;;;;;;;;;;;;x
ca_culture_roman_1_desc;The legions of Rome have remained essentially unchanged in formation for centuries, a core of well-trained heavy infantry with supporting light foot. Here is where these elite soldiers are trained and drilled to be ready for battle in the service of their liege.;;;;;;;;;;;;x
# ######################################################
# ################ Rise of Islam #######################
BM_RISE_OF_ISLAM;Rise of Islam;;;;;;;;;;;;x
BM_BM_RISE_OF_ISLAM_DESC;After the fall of the western Roman Empire in the 5th century, and the subsequent establishment of the Ostrogothic kingdom in Italy, Emperor Justinian attempted to regain lost imperial lands. He succeeded in retaking Africa and Italy, but Italy was quickly invaded by the Lombards, who continue to contest Italian lands with the empire. In the East, the devastating series of Byzantine-Sassanid wars finally came to end in 628, leaving both Constantinople and Ctesiphon reeling. The prophet Muhammad, who was successful in consolidating Arabia under the banner of Islam, passed on in 632. The freshly-united Arab tribes are zealous for their new faith and see the Persian and Roman lands as ripe for conquest...;;;;;;;;;;;;x
BM_RISE_OF_ISLAM_ERA;Rise of Islam;;;;;;;;;;;;x
BM_RISE_OF_ISLAM_ERA_INFO;After the fall of the western Roman Empire in the 5th century, and the subsequent establishment of the Ostrogothic kingdom in Italy, Emperor Justinian attempted to regain lost imperial lands. He succeeded in retaking Africa and Italy, but Italy was quickly invaded by the Lombards, who continue to contest Italian lands with the empire. In the East, the devastating series of Byzantine-Sassanid wars finally came to end in 628, leaving both Constantinople and Ctesiphon reeling. The prophet Muhammad, who was successful in consolidating Arabia under the banner of Islam, passed on in 632. The freshly-united Arab tribes are zealous for their new faith and see the Persian and Roman lands as ripe for conquest...;;;;;;;;;;;;x
Mod.TITLE3;Rashidun Invasion of Mesopotamia;;;;;;;;;;;;x
Mod.DESC3;Before his passing, Muhammad, the prophet of Islam, dispatched ultimata to the powers of the West and of the East, warning them to convert or face the divine consequences. Shahanshah Khosrau of the Sassanid Empire, scorning the power of the barbarian Bedouins, burned the letter rather than heed its warning. The devout Caliph, reminded of the zealotry of his friend and leader, the prophet Muhammad, has called for a holy invasion of the lands of the Persians. Muslims from all Arabia have gathered under his banner to carry out the Rashidun, or rightly-guided, conquest and conversion of Iranshahr.;;;;;;;;;;;;;x
Mod.3EVTOPTA;Ha! Misguided fools, all of them!;;;;;;;;;;;;x
Mod.3EVTOPTB;Their carcasses will declare the true faith!;;;;;;;;;;;;x
Mod.3EVTOPTC;Let Allah lend them strength!;;;;;;;;;;;;x
Mod.TITLE4;Rashidun Conquest of Ghassanids;;;;;;;;;;;;x
Mod.DESC4;According to the Muhammad, all of Arabia is rightfully the domain of Islam and the Arabs, and should be united under one banner. The Ghassanid Kingdom, as clients of the Roman Empire and Miaphysite Christians, refuse to recognize the rule of the Caliphate. The Caliph has called for the conquest of the Ghassanids to bring them under the true rule of Islam.;;;;;;;;;;;;;x
Mod.4EVTOPTA;Ha! Misguided fools, all of them!;;;;;;;;;;;;x
Mod.4EVTOPTB;Their carcasses will declare the true faith!;;;;;;;;;;;;x
Mod.4EVTOPTC;Let Allah lend them strength!;;;;;;;;;;;;x
Mod.TITLE5;Fall of the Ghassanids;;;;;;;;;;;;x
Mod.DESC5;The Ghassanid Christian Arab state, fixture of Arab politics for more than three centuries, has fallen to the Muslim Caliphate. It is a small conquest, but does it herald greater things to come?;;;;;;;;;;;;;x
Mod.5EVTOPTA;Are these Arabs really that dangerous?;;;;;;;;;;;;x
Mod.5EVTOPTB;Praise Allah!;;;;;;;;;;;;x
Mod.TITLE6;Fall of Mesopotamia;;;;;;;;;;;;x
Mod.DESC6;The powerful Persian Empire, greatest rival of Rome for nearly a millenium, has been humbled by the semi-civilized Bedouin Islamic tribes. Ctesiphon, the great metropolitan capital of Iranian culture, has been ransacked by the invading Rashidun armies, and Mesopotamia wrested from the control of the Sassanids. The Islamic Caliph now turns his baleful gaze toward the still-formidable Roman Empire.;;;;;;;;;;;;;x
Mod.6EVTOPTA;Unbelievable!;;;;;;;;;;;;x
Mod.6EVTOPTB;Praise Allah!;;;;;;;;;;;;x
Mod.TITLE7;Rashidun Invasion of Palestine;;;;;;;;;;;;x
Mod.DESC7;Jerusalem, holy site of three faiths, lies under the control of the Roman Empire. This is not a situation that can be tolerated by the Caliph and his devout subjects. He has declared a Rashidun holy invasion of Palestine to bring Jerusalem under the rightful rule of the Muslim Caliphate.;;;;;;;;;;;;;x
Mod.7EVTOPTA;Interesting...;;;;;;;;;;;;x
Mod.7EVTOPTB;What fools dare to defy the might of Rome?;;;;;;;;;;;;x
Mod.7EVTOPTC;Let Allah give them victory!;;;;;;;;;;;;x
Mod.TITLE8;Fall of Jerusalem;;;;;;;;;;;;x
Mod.DESC8;Jerusalem, symbolic birthplace of the Abrahamic faiths, has fallen under the control of the Caliphate. The Eastern Roman Empire, stronghold of Christendom, has been cut in half by the invading Bedouin tribes. Are the hordes never to be stopped?;;;;;;;;;;;;;x
Mod.8EVTOPTA;Unbelievable!;;;;;;;;;;;;x
Mod.8EVTOPTB;Praise Allah!;;;;;;;;;;;;x
Mod.TITLE9;Failed Invasion of Mespotamia;;;;;;;;;;;;x
Mod.DESC9;The zealous hordes of Muslim invaders didn't bargain for the stiff defense of crack Persian cataphracts. They were swiftly routed and sent home to Arabia with their tails between their legs.;;;;;;;;;;;;;x
Mod.9EVTOPTA;As expected of such barbarians;;;;;;;;;;;;x
Mod.9EVTOPTB;Curses!;;;;;;;;;;;;x
Mod.TITLE25;The Birth of the Ibadi;;;;;;;;;;;;x
Mod.DESC25;[Root.GetTitledName], concerned that Islam is straying from the true path laid out by Muhammad, has diligently searched the Quran with the help of his advisors. He has gained insight into a different way of practicing Islam, a new sect that he calls Ibadism. He has convinced the rest of his people to follow him and become Ibadis.;;;;;;;;;;;;;x
Mod.25EVTOPTA;We shall follow the true path of the Prophet;;;;;;;;;;;;;x
Mod.25EVTOPTB;We must guide them back to the true path;;;;;;;;;;;;;x
Mod.25EVTOPTC;Perhaps this will sow some discord among these Arab invaders;;;;;;;;;;;;;x
Mod.25EVTOPTD;This is no concern of ours;;;;;;;;;;;;;x
Mod.TITLE26;The Rise of the Shia Caliphate;;;;;;;;;;;;x
Mod.DESC26;[Root.GetTitledName], as the direct relation of Muhammad, feels that he should be Caliph, citing Muhammad's own words. Over the years, those who support him and those who support the current Caliphs have grown farther apart, splitting the faith. Those who agree with the right of his claim to the Caliphate and its lands are now called Shiites, while other Muslims are called Sunnis.;;;;;;;;;;;;;x
Mod.26EVTOPTA;[Root.GetTitledName] is the true Caliph!;;;;;;;;;;;;;x
Mod.26EVTOPTB;We must guide them back to the true path;;;;;;;;;;;;;x
Mod.26EVTOPTC;Perhaps this will sow some discord among these Arab invaders;;;;;;;;;;;;;x
Mod.26EVTOPTD;This is no concern of ours;;;;;;;;;;;;;x
Mod.26EVTOPTE;A new way to practice Islam? We must look into it.;;;;;;;;;;;;;x
Mod.TITLE27;Follow the Shia Caliph;;;;;;;;;;;;;x
Mod.DESC27;The new Shia caliph has asked for my support.;;;;;;;;;;;;;x
Mod.27EVTOPTA;Very well, let us be Shia;;;;;;;;;;;;;x
Mod.27EVTOPTB;Never! The Shia sect is heresy!;;;;;;;;;;;;;x
Mod.DESC28;After waiting for months for you to declare holy war on the Ghassanids as mandated by the Prophet, most of your hordes have given up and returned to their tents.;;;;;;;;;;;;;x
Mod.28EVTOPTA;Islam is a religion of peace!;;;;;;;;;;;;;x
Mod.DESC29;The tribes have waited months for the great invasion of the mighty infidel empire of Persia. Instead, you busy yourself at home with the welfare of the realm. Disgusted, they disperse.;;;;;;;;;;;;;x
Mod.DESC30;Your hordes have informed you that if you will not invade the Holy Land as commanded by the Prophet, they will no longer fight for you.;;;;;;;;;;;;;x
wrong_caliph;False Caliph;;;;;;;;;;;;;x
right_caliph;True Caliph;;;;;;;;;;;;;x
rashidun_invasion_1_desc;Rightly-guided invasion of infidel lands. May only be declared by strict mandate of the Prophet.;;;;;;;;;;;;;x
rashidun_invasion_2_desc;Rightly-guided invasion of infidel lands. May only be declared by strict mandate of the Prophet.;;;;;;;;;;;;;x
rashidun_invasion_1_b_desc;Rightly-guided invasion of infidels' lands. May only be declared by strict mandate of the Prophet.;;;;;;;;;;;;;x
rashidun_invasion_2_b_desc;Rightly-guided invasion of infidels' lands. May only be declared by strict mandate of the Prophet.;;;;;;;;;;;;;x
invade_ghassanids;Invade Ghassan;;;;;;;;;;;;x
invade_ghassanids_tooltip;Declare the holy invasion of the Ghassanid kingdom as ordained by the prophet.;;;;;;;;;;;;x
invade_ghassanids_desc;Declare the holy invasion of the Ghassanid kingdom as ordained by the prophet.;;;;;;;;;;;;x
invade_persia;Invade Persia;;;;;;;;;;;;x
invade_persia_tooltip;Claim the the fertile lowlands of the infidel Persians for the rightly-guided followers of Islam.;;;;;;;;;;;;x
invade_persia_desc;Let us claim the the fertile lowlands of the infidel Persians for the rightly-guided followers of Islam.;;;;;;;;;;;;x
invade_palestine;Invade Palestine;;;;;;;;;;;;x
invade_palestine_tooltip;Reclaim the holy lands of Ishmael from the hands of the misguided Romans.;;;;;;;;;;;;x
invade_palestine_desc;Let us reclaim the holy lands of Abraham and Ishmael from the hands of the misguided Romans.;;;;;;;;;;;;x
zikri;[GetZikriName];;;;;;;;;;;;x
String_Zikri;[GetZikriName];;;;;;;;;;;;x
String_zikri_zikri;Zikri;;;;;;;;;;;;x
String_hanifi;Hanifi;;;;;;;;;;;;x
String_rahmanist;Rahmanist;;;;;;;;;;;;x
zikri_DESC;[GetZikriName] Islam is a Sunni heresy in-game. [GetZikriName]s are the followers of their prophet [GetZikriProphetName];;;;;;;;;;;;x
secretly_zikri;Secretly [GetZikriName];;;;;;;;;;;;x
secretly_zikri_desc;This character is secretly a [GetZikriName];;;;;;;;;;;;x
zikri_prophet_static;Imam Akhar Zaman Hazrat Syed Muhammad Jaunpuri (Imam Mehdi.);;;;;;;;;;;;x
zikri_prophet_dynamic;[zikri_prophet.GetFullName];;;;;;;;;;;;x
Mod.DESC10T;[Root.Religion.GetName] heretics have been gathering in [Root.GetName], drawn by the words of a mysterious new "prophet" who claims the mantle of Muhammad, complete with fresh miracles and revelations from [Root.Religion.GetHighGodName]!;;;;;;;;;;;;x
Mod.DESC11;[Root.Religion.GetName] heretics have risen up in [Root.GetName], incited by the militant ravings of their self-proclaimed prophet, [zikri_prophet.GetFullName]. They are determined to install him as the rightful ruller of the Ummah! If not swiftly crushed, this revolt could spread like wildfire!;;;;;;;;;;;;x
Mod.TITLE13;A New Prophet?;;;;;;;;;;;;x
Mod.DESC12;[From.Religion.GetName] heretics have risen up in [From.GetName], incited by the militant ravings of their self-proclaimed prophet, [zikri_prophet.GetFullName]. They are determined to install him as the rightful ruller of the Ummah! If not swiftly crushed, this revolt could spread like wildfire!;;;;;;;;;;;;x
Mod.DESC13;[From.Religion.GetName] heretics have been gathering in [From.GetName], drawn by the words of a mysterious "prophet" who claims the mantle of Muhammad, complete with fresh miracles and revelations from [From.Religion.GetHighGodName]! Who knows to what lengths he will go to spread his message?...;;;;;;;;;;;;x
# #################### 633 Mod Zoro events ##############################
Mod.TITLE17;Zoroastrian Great Holy Wars;;;;;;;;;;;;x
Mod.DESC17;Foreign invaders have captured much of the heartland of the Zoroastrian faith, and Mazdan believers labor under their heavy yoke. In order to liberate the followers of Ahura Mazda, and bring the heartland back under Zoroastrian control, [Root.GetTitledName] has called for a new era of total holy war against all opponents of the Zoroastrian faith.;;;;;;;;;;;;;x
Mod.17EVTOPTA;Ahura Mazda wills it!;;;;;;;;;;;;x
Mod.17EVTOPTB;Foolish posturing!;;;;;;;;;;;;x
Mod.DESC18;In response to the new era of Crusades and Jihads among the Abrahamic monotheists, the Great [Root.GetTitledName] has informed all [Root.Religion.GetName] [Root.Religion.GetPriestTitle]s of [Root.GetPossPronoun] plans for a magnificent [Root.Religion.GetName] response. The Zoroastrian High Priest may now declare Great Holy Wars. This could be the beginning of unprecedented Zoroastrian aggression.;;;;;;;;;;;;x
# ##################### New decisions and objectives
imprison_claimant;Neutralize Title Claimant;;;;;;;;;;;;x
imprison_claimant_desc;Because [Root.GetTitledName], as a claimant to your recently-acquired title, poses a clear and present threat to the safety and security of the realm, he can be imprisoned without objection from your vassals.;;;;;;;;;;;;x
create_poland;Found the Kingdom of Poland;;;;;;;;;;;;x
create_poland_desc;As sole leader of all the Polish peoples, [Root.GetTitledName] may create the Kingdom of Poland.;;;;;;;;;;;;x
create_bohemia;Found the Kingdom of Bohemia;;;;;;;;;;;;x
create_bohemia_desc;As sole leader of all the Bohemian peoples, [Root.GetTitledName] may create the Kingdom of Bohemia.;;;;;;;;;;;;x
create_pomerania;Found the Kingdom of Pomerania;;;;;;;;;;;;x
create_pomerania_desc;As sole leader of all the Pomeranian peoples, [Root.GetTitledName] may create the Kingdom of Pomerania.;;;;;;;;;;;;x
create_new_kingdom;Found a new kingdom;;;;;;;;;;;;x
create_new_kingdom_desc;As leader of the [Root.Culture.GetName] peoples, [Root.GetTitledName] may create a new kingdom.;;;;;;;;;;;;x
NOT_ANY_INDEP_RULER_STARTS;No independent ruler;;;;;;;;;;;;x
obj_become_king_of_culture_tip;Is [Root.GetKingQueen] of [Root.Culture.GetName] peoples. There must be no other independent rulers of this culture.;;;;;;;;;;;;x
obj_become_king_of_culture_title;Become [Root.GetKingQueen] of [Root.Culture.GetName] peoples;;;;;;;;;;;;x
obj_become_king_of_culture_desc;[This.GetTitledFirstName] wants to become [Root.GetKingQueen] of [Root.Culture.GetName]. If pagan, it allows [This.GetObjectPronoun] the unlimited use of the Subjugation Casus Belli of all rulers of this culture.;;;;;;;;;;;;x
# ###################### New religions, etc
arian;Arian;;;;;;;;;;;;x
arian_DESC;Arians, in contrast to other Christians, do not believe in the doctrine of the Trinity. They claim that Jesus was created by God before the angels as the planned Redeemer and Mediator for mankind.;;;;;;;;;;;;x
donatist;Donatist;;;;;;;;;;;;x
donatist_DESC;Donatists are named after their founder, Donatus Magnus, a 4th century Amazigh bishop. They believe that the clergy must be sacred in order to offer valid and effective sacraments and prayers. They revere martyrs and especially despise those who publicly repudiate the faith under persecution.;;;;;;;;;;;;x
d_circumcellion;Agonistics;;;;;;;;;;;;x
d_circumcellion_adj;Agonistic;;;;;;;;;;;;x
roman_rite;Roman Rite;;;;;;;;;;;;x
roman_rite_desc;This character follows the Roman rite of the Chalcedonian Christian church. Roman mass is practiced in Latin, and many of its followers view the Pope as the undisputed head of the church, rather than as simply first among equals.;;;;;;;;;;;;x
greek_rite;Greek Rite;;;;;;;;;;;;x
greek_rite_desc;This character follows the Greek or Byzantine rite of the Chalcedonian Christian church. They believe all five pentarchs to be of equal primacy, and support the authority of the Roman Emperor to confirm the selection of the Pope.;;;;;;;;;;;;x
celtic_rite;Celtic Rite;;;;;;;;;;;;x
celtic_rite_desc;This character follows the Celtic rite of the Chalcedonian Christian church. Celtic practice incorporates many of the traditions of pre-Christian times, and they don't place as much value on the hierarchy of the church, deferring to their local bishops rather than the Popes or Patriarchs in most spirtual matters.;;;;;;;;;;;;x
convert_to_greek_culture;Adopt Greek Culture;;;;;;;;;;;;x
convert_to_greek_culture_tooltip;Reformed Hellenic believers such as [ROOT.GetTitledName] may adopt Greek culture in keeping with the faith's original followers.;;;;;;;;;;;;x
convert_to_roman_culture;Adopt Roman Culture;;;;;;;;;;;;x
convert_to_roman_culture_tooltip;Under the Romans, the Hellenic religion reached its greatest heights. In the revived spirit of Hellenic conquest, [ROOT.GetTitledName] may adopt the Roman culture.
secretly_convert_to_hellenic_pagan_reformed_holy_site_desc;The §YHellenic§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;x
secretly_convert_to_hellenic_pagan_holy_site_desc;The §YHellenic§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;;;;;;;;;;;;x
# ####################### culture conversions (syriac > levantine, coptic > egyptian, maghreb > berber)
Mod.DESC50;The Syriac people of our lands, isolated from Hellenic influences, have begun to adopt some of the Arab ways of their masters, birthing the new fusion Arabic Levantine culture.;;;;;;;;;;;;x
Mod.50EVTOPT;Interesting...;;;;;;;;;;;;x
Mod.DESC51;Our Levantine culture, appealing to both Syriac and Arab subjects, continues to spread, unifying our once-split lands.;;;;;;;;;;;;x
Mod.51EVTOPT;We are indeed wise;;;;;;;;;;;;x
Mod.DESC52;The Coptic people of our lands, isolated from Hellenic influences, have begun to adopt some of the Arab ways of their masters, birthing the new fusion Arabic Egyptian culture.;;;;;;;;;;;;x
Mod.52EVTOPT;Interesting...;;;;;;;;;;;;x
Mod.DESC53;Our Egyptian culture, appealing to both Coptic and Arab subjects, continues to spread, unifying our once-split lands.;;;;;;;;;;;;x
Mod.53EVTOPT;We are indeed wise;;;;;;;;;;;;x
Mod.DESC54;Although Bedouin culture is that of our fathers, the new Levantine culture has a certain functionality when dealing with our subjects. I have therefore prevailed upon a member of my court to adopt this for everyday administrative use.;;;;;;;;;;;;x
Mod.54EVTOPT;A most useful development;;;;;;;;;;;;x
Mod.DESC55;I was considering important business when I had an amazing insight. To strengthen my realm I must bring my vassals round to my way of thinking. I have decided to convince my vassals to adopt Levantine culture.;;;;;;;;;;;;x
Mod.55EVTOPT;Sometimes I even surprise myself;;;;;;;;;;;;x
Mod.DESC56;My liege has persuaded me to embrace the Levantine culture that is sweeping the realm.;;;;;;;;;;;;x
Mod.56EVTOPT;Ok;;;;;;;;;;;;x
Mod.DESC57;Although Bedouin culture is that of our fathers, the new Egyptian culture has a certain functionality when dealing with our subjects. I have therefore prevailed upon a member of my court to adopt this for everyday administrative use.;;;;;;;;;;;;x
Mod.57EVTOPT;A most useful development;;;;;;;;;;;;x
Mod.DESC58;I was considering important business when I had an amazing insight. To strengthen my realm I must bring my vassals round to my way of thinking. I have convinced one of my vassals to adopt Egyptian culture.;;;;;;;;;;;;x
Mod.58EVTOPT;Sometimes I even surprise myself;;;;;;;;;;;;x
Mod.DESC59;My liege has persuaded me to embrace the Egyptian culture that is sweeping the realm.;;;;;;;;;;;;x
Mod.59EVTOPT;Ok;;;;;;;;;;;;x
Mod.DESC60;The Maghreb people of our lands, isolated from Latin influences, have begun to adopt some of the Arab ways of their masters, birthing the new fusion Arabic Berber culture.;;;;;;;;;;;;x
Mod.60EVTOPT;Interesting...;;;;;;;;;;;;x
