ar_republic_barracks_desc;In order to secure the Cities Security and Valuables, it needs an army. Hence why these barracks will be built to recruit an army able to take out any foe;;;;;;;;;;;x
ar_republic_archery_desc;Besides an army, it is also usefull to have soldiers that can take out enemies from far away while being with in the walls of this City;;;;;;;;;;;x
merchant_forum_desc;Merchants trade not only with the people but also with other Merchants within. In order to do this accordingly and safely, this Forum has been established so that Merchants can meet eachother and talk buisness;;;;;;;;;;;x
merchant_inn_desc;Of course there are also those Merchants that have crossed land and sea. They deserve a break which can be done within this Inn. From eating and drinking to staying for some sleep. It can be all done in this Inn;;;;;;;;;;;x
republic_district_desc;A City also needs its people and therefore needs to establish this housing district, hence why these houses are put to place. So the Peasantry can afford shelter and a place to make their food and live life.;;;;;;;;;;;x
trade_route_market_desc;In order for a Trade Route to flourish, it needs another market so that the crowd can be spread further away so that in the end, everyone can be welcome to this Trade Route;;;;;;;;;;;x
trade_route_farm_desc;Since this Trade Route has quite the attraction, it needs to be able to give away food. Hence why this Farm is created to sustain the people that travels towards here;;;;;;;;;;;x
wool_merchant_desc;Wool is very important for goods like Clothing and many more, it is especially popular amongst the peasantry. Therefore this Merchant that specialises in wool has established his store here;;;;;;;;;;;x
trade_route_guard_desc;With all these people and crowds, it can be hard to control. If there is Chaos, there is a need of Order. This Trade Route Guard is therefore placed to maintain order within this Trade Route;;;;;;;;;;;x
tr_marble_merchant_desc;For those that are looking for expensive kind of stone. There is the Marble Merchant, which sells Marble for quite a price. Marble is a kind of stone that is used by Nobility. Marble is especially popular because of the Romans, especially when Augustus turned Rome into a city of Marble;;;;;;;;;;;x

iona_abbey;Iona Abbey;;;;;;;;;;;x
iona_abbey_desc;The Abbey of Iona is one of the oldest Christian religious centres in Western Europe. The abbey was a focal point for the spread of Christianity throughout Scotland and marks the foundation of a monastic community by St. Columba.;;;;;;;;;;;x

af_gold_mine_1;Tribal Gold Mine;;;;;;;;;;;x
af_silver_mine_1;Tribal Silver Mine;;;;;;;;;;;x

af_gold_mine_2;Expanded Tribal Gold Mine;;;;;;;;;;;x
af_silver_mine_2;Expanded Tribal Silver Mine;;;;;;;;;;;x

af_copper_mine_1;Tribal Copper Mine;;;;;;;;;;;x
af_copper_mine_2;Expanded Tribal Copper Mine;;;;;;;;;;;x

eu_saffron_plantation_1;Saffron Plantation;;;;;;;;;;;x
eu_saffron_plantation_2;Expanded Saffron Plantation;;;;;;;;;;;x

nm_gold_mine_1;Nomadic Gold Mine;;;;;;;;;;;x
nm_gold_mine_1_desc;This Gold Mine has been used often by many Empires and Kingdoms, Perhaps this is a sign of prosperity for the area;;;;;;;;;;x

woldys_hut;WoldyR's Hut;;;;;;;;;;;x
woldys_hut_desc;This hut belongs to a Spanjard that actually is a Berber African that likes to claim that he is Spannish. This hut is purely made out of wood and has skulls arround the hut;;;;;;;;;;;x

woldys_fort;WoldyR's Wooden Fort;;;;;;;;;;;x
woldys_fort_desc;This hut belongs to a Spanjard that actually is a Berber African that likes to claim that he is Spannish. This hut is purely made out of wood and has skulls arround the fort;;;;;;;;;;;x

rhodos_grand_master_palace;Palace of the Grand Master;;;;;;;;;;;x
rhodos_grand_master_palace_desc;The Palace of the Grand Master of the Knights of Rhodes, also known as the Kastello, is a medieval castle in the city of Rhodes, on the island of Rhodes in Greece.;;;;;;;;;;;x

malta_fort;Fort Saint Elmo;;;;;;;;;;;x
malta_fort_desc;Fort Saint Elmo is a Crusader stronghold in Malta that is used by the Knights Hospitaller, a Catholic Holy Order that was founded in Jerusalem and resides in this stronghold in Malta;;;;;;;;;;;x

kolossi_fort;Kolossi Castle;;;;;;;;;;;x
kolossi_fort_desc;Kolossi Castle is another Crusader stronghold in Cyprus that also is used by the Knights Hospitaller, a Catholic Holy Order that was founded in Jerusalem and resides in this stronghold in Cyprus;;;;;;;;;;;x

mountain_pass;Narrow Mountain Pass;;;;;;;;;;;x
mountain_pass_desc;Navigating Mountains can prove to be challenging, and this province is no exception.;;;;;;;;;;;x

ct_province_buff;Administrative Building;;;;;;;;;;;x
tp_province_buff;Administrative Building;;;;;;;;;;;x
province_buff;Administrative Building;;;;;;;;;;;x
province_buff_desc;The purpose of this unique building is to manage the province with more efficieny so that the province can stay prosperous and rich. This Administrative Building was hence used by many Kingdoms, Empires and other realms alike.;;;;;;;;;;;x

ct_island_buff;Mercantile Island Fortress;;;;;;;;;;;x
tp_island_buff;Mercantile Island Fortress;;;;;;;;;;;x
island_buff;Mercantile Island Fortress;;;;;;;;;;;x
island_buff_desc;This unique fortress is build by the people and the Count of this island. It is build in such way in which it is made harder to invade and take over the island while also having trade still flow in to keep the economy running.;;;;;;;;;;;x

eu_copper_mine_1;Copper Mine;;;;;;;;;;;x
eu_copper_mine_2;Expanded Copper Mine;;;;;;;;;;;x

eu_paper_mills_1;Paper Mills;;;;;;;;;;;x
eu_paper_mills_2;Expanded Paper Mills;;;;;;;;;;;x

eu_cloth_workshop_1;Cloth Manufactory;;;;;;;;;;;x
eu_cloth_workshop_2;Expanded Cloth Manufactory;;;;;;;;;;;x

eu_glassworks_1;Glass Workshop;;;;;;;;;;;x
eu_glassworks_2;Expanded Glass Workshop;;;;;;;;;;;x

eu_chinaware_1;Chinaware Manufactory;;;;;;;;;;;x
eu_chinaware_2;Expanded Chinaware Manufactory;;;;;;;;;;;x

hadrians_wall;Hadrian's Wall;;;;;;;;;;;x
hadrians_wall_desc;Hadrian's Wall is a former defensive fortification of the Roman province of Britannia, begun in AD 122 in the reign of the Emperor Hadrian.;;;;;;;;;;;x

sistine_chapel;Sistine Chapel;;;;;;;;;;;x
sistine_chapel_desc;Perhaps the best known of the palace chapels is the Sistine Chapel named in honor of Sixtus IV (Francesco della Rovere). It is famous for its decoration that was frescoed throughout by Renaissance artists.;;;;;;;;;;;x

crossing_penalty;Medival Ferry Dock;;;;;;;;;;;x
crossing_penalty_desc;This Dock has been used for many times by many, form the locals to even royalties and many armies that needed to cross to the other side of the sea. These trips would usually take a long time to prepare but also to cancel in case the trip would be canceled;;;;;;;;;;;x
